name	SL021	SL036	SL037	SL038	SL048	SL050	SL068	SL085	SL086	SL088	SL090	SL103	SL111	SL112	SL114	SL118	SL125	SL200
Microviridae	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Gokushovirinae	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
unclassified_Gokushovirinae	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0
Gokushovirinae_Bog1183_53	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
Gammapapillomavirus_22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aerococcus_urinae	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0
unclassified_Leuconostoc	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0
Leuconostoc_sp._LN180020	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0
Lactiplantibacillus_argentoratensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2
Bacillus_sp._N5-665	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
Bacillus_sp._CMF12	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
Salicibibacter_cibi	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0
Staphylococcus_sp._M0911	0	0	0	0	0	0	0	11	0	0	0	0	0	1	0	9	0	5
Paenibacillus_sp._S25	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0
Paenibacillus_sp._DR312	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	2	0	0
Paenibacillus_sp._lzh-N1	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
Paenibacillus_kyungheensis	0	0	0	0	0	0	0	4	2	4	0	0	0	1	0	0	0	5
Clostridium_sp._MF28	0	0	0	0	0	0	0	8	0	0	0	1	5	0	0	12	0	0
Peptoniphilus_asaccharolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter_sp.	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Microbacterium_sp._A(2022)	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Rhodococcus_sp._p52	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
Gordonia_sp._1D	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0
Cylindrospermopsis_raciborskii	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
Scytonemataceae	0	0	0	0	0	0	0	1	3	0	1	0	0	0	0	1	0	1
Brasilonema	0	0	0	0	0	0	0	2	2	0	0	1	0	0	0	4	0	0
Brasilonema_sennae	0	0	0	0	0	0	0	2	2	0	1	0	0	0	0	2	0	0
Picosynechococcus_sp._PCC_8807	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Spiroplasma_sp._BIUS-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
Spiroplasma_culicicola	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2
Spiroplasma_kunkelii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mesomycoplasma_bovoculi	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0
Polynucleobacter_sp._MWH-UH24A	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Mannheimia_sp._ZY171111	0	0	0	0	0	0	0	15	0	0	0	3	0	5	0	7	0	0
Enterobacter_sp._E20	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
Enterobacter_sp._N18-03635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Citrobacter_youngae	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	4	0	0
Enterobacteriaceae_endosymbiont_of_Donacia_sparganii	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0
Enterobacteriaceae_endosymbiont_of_Donacia_proxima	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Enterobacteriaceae_endosymbiont_of_Macroplea_mutica	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0
Lelliottia_sp._WB101	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Proteus_sp._NMG38-2	0	0	0	0	0	0	0	5	0	0	0	0	0	3	2	0	0	0
Erwinia_sorbitola	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0
Serratia_sp._P2ACOL2	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0
Serratia_sp._FDAARGOS_506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Pseudomonas_sp._P9_31	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0
Pseudomonas_sp._FLM_004-28	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0
Pseudomonas_sp._DR48	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Pseudomonas_sp._J380	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Pseudomonas_sp._XWY-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas_sp._HLS-6	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
Pseudomonas_proteolytica	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1
Stutzerimonas_decontaminans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter_sp._YH16040_T	0	0	0	0	0	0	0	3	0	0	0	3	0	1	3	2	2	0
Acinetobacter_sp._XS-4	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0
Acinetobacter_sp._YH16056_T	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2
Moraxella_ovis	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	16	0	1
Vibrio_sp._FE10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vibrio_sp._qd031	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Vibrio_sp._sp1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Vibrio_tarriae	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Salinivibrio_proteolyticus	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1
Pseudoalteromonas_ruthenica	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
Pseudoalteromonas_mariniglutinosa	0	0	0	0	0	0	0	4	0	0	0	1	4	0	0	0	0	0
Pseudoalteromonas_agarivorans	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	3	1
Pseudoalteromonas_atlantica	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Alteromonas_sp._CI.11.F.A3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	1	0
Alteromonas_sp._RKMC-009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
Alteromonas_stellipolaris	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Gayadomonas	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Gayadomonas_joobiniege	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halomonas_halophila	0	0	0	0	0	0	0	5	1	0	0	0	0	0	8	14	0	0
Oceanisphaera_avium	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
Thiomicrorhabdus_sediminis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Allofrancisella_inopinata	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
Legionella_waltersii	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0
Kangiella_koreensis	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0
Rhizobium_sp._CCGE531	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Bradyrhizobium_sp._192	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Mesorhizobium_sp._C395A	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0
Bartonella_grahamii	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0
Sphingomonas_sp._IC081	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Rickettsia_felis	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0
unclassified_spotted_fever_group	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	3	0	0
Rickettsia_endosymbiont_of_Ixodes_scapularis	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	4	0	0
Rickettsia_amblyommatis	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Rickettsia_parkeri	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Rickettsia_rhipicephali	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rickettsia_africae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rickettsia_asiatica	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Rickettsia_typhi	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Rickettsia_endosymbiont_of_Ixodes_pacificus	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Wolbachia_endosymbiont_of_Cimex_lectularius	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
Ehrlichia_japonica	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0
Algoriphagus_sp._TR-M5	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0
Campylobacter_ornithocola	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Arcobacter_suis	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0
Helicobacter_bizzozeronii	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Sulfurovum_indicum	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	1	0	1
Nautilia_profundicola	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Borreliella_bavariensis	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	1	0	5
Maridesulfovibrio_salexigens	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Puniceicoccaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Puniceicoccus	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
unclassified_Puniceicoccus	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0
Puniceicoccus_sp._CR14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified_Bremerella	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0
Bremerella_sp._P1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	0	0	0
Chlamydia_abortus	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0
unclassified_Marinitoga	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Marinitoga_sp._1137	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
unclassified_Aminobacterium	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0
Aminobacterium_sp._MB27-C1	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	1	1
Aquifex	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
Aquifex_aeolicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Methanosarcina_thermophila	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
Methanosarcina_sp._WWM596	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Methanosarcina_vacuolata	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
environmental_samples.53	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0
uncultured_Methanospirillum_sp.	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0
Methanobacterium_alkalithermotolerans	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0
Methanobacterium_congolense	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
Methanotorris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
Methanotorris_igneus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
Methanococcales_incertae_sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methanofervidicoccus	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
unclassified_Methanofervidicoccus	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Methanofervidicoccus_sp._A16	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Thermococcus_sibiricus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metallosphaera_cuprina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pyrobaculum_neutrophilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caldisphaeraceae	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
Caldisphaera	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1
Caldisphaera_lagunensis	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1
Candidatus_Nitrosopelagicus	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Candidatus_Nitrosopelagicus_brevis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus_Nanohaloarchaeota	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0
Candidatus_Nanohalobia	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Candidatus_Nanohalobiales	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Candidatus_Nanohalobiaceae	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0
Candidatus_Nanohalobium	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Candidatus_Nanohalobium_constans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus_Aciduliprofundum_boonei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Lymphocryptovirus_papiinegamma1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klebsiella_phage_KpLz-2_45	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Streptococcus_phage_P7951	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
Enterococcus_phage_EFC-1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Streptococcus_phage_Str-PAP-1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Staphylococcus_phage_StB20	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Streptococcus_phage_CHPC927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_phage_CHPC951	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
Ayohtrevirus	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
Ayohtrevirus_abba	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
Mudcatvirus	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0	0	0
unclassified_Mudcatvirus	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
Arthrobacter_phage_Cheesy	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
Paclarkvirus_IPP66	0	0	0	0	0	0	0	1	0	1	4	0	0	5	0	0	0	0
unclassified_Gordonvirus	0	0	0	0	0	0	0	3	0	0	0	0	4	0	24	0	0	0
Arthrobacter_phage_Synepsis	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
Mahlunavirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mahlunavirus_rarus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Obtuvirinae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Hacihdavirus	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Hacihdavirus_animalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phistoryvirus	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0
Phistoryvirus_phistory	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0
Piedvirus	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Piedvirus_IMEDE1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Igirivirus	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Igirivirus_STIP37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slopekvirinae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Koutsourovirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Koutsourovirus_KDA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Takahashivirus	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0
Takahashivirus_PBS1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
Twortvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Twortvirus_twort	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shandongvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shandongvirus_H101	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Vidquintavirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vidquintavirus_Vid5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anjalivirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anjalivirus_anjali	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Manovirus	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Manovirus_Mano	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Rakietenvirinae	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
Andhravirus	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Andhravirus_andhra	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alphapapillomavirus_10	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0
Alphapapillomavirus_1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
Theiavirus	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	3	1
Theiavirus_salishense	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	2
Chlorovirus	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Paramecium_bursaria_Chlorella_virus_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alphairidovirinae	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Lymphocystivirus	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Lymphocystis_disease_virus_4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Beihai_picorna-like_virus_43	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Betabaculovirus_cnamedinalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter_sp._NicSoilB11	0	0	0	0	0	0	0	0	6	0	0	5	15	6	8	0	0	0
Microbacterium_sp._Se63.02b	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Microbacterium_aurugineum	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Corynebacterium_ramonii	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Rhodococcus_sp._BH4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Streptomyces_sp._NA03103	0	0	0	0	0	0	0	0	1	0	0	1	4	0	0	0	1	5
Streptomyces_sp._M2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0
unclassified_Streptomyces_griseus_subgroup	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0
Streptomyces_sp._M54	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0
Streptomyces_xiamenensis	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Verrucosispora_sp._WMMA2044	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
unclassified_Dolichospermum	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	1	0	0
Dolichospermum_sp._UHCC_0315A	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0
cyanobacterium_endosymbiont_of_Epithemia_clementina_EcSB	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
unclassified_Mycoplasmatales	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
endosymbiont_DhMRE_of_Dentiscutata_heterogama	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Burkholderia_sp._MSMB617WGS	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0
Burkholderia_sp._LAS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Variovorax_sp._PDNC026	0	0	0	0	0	0	0	0	3	0	0	0	0	0	7	7	0	0
Bordetella_parapertussis	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
Massilia_sp._Se16.2.3	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
Xanthomonas_sp._CPBF_426	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0
Acinetobacter_sp._NEB149	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	5	0	0
Acinetobacter_sp._FDAARGOS_724	0	0	0	0	0	0	0	0	4	0	0	0	0	0	3	0	0	0
Acinetobacter_sp._F9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Acinetobacter_sp._TAC-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
Acinetobacter_portensis	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
Psychrobacter_sp._SC65A.3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0
Psychrobacter_sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas_sp._S09G_359	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	2
Pseudomonas_sp._P13	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Pseudomonas_sp._Pc102	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Pseudomonas_sp._RC3H12	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Pseudomonas_sp._HN2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Pseudomonas_sp._PMCC200344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas_sp._LS.1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Pseudomonas_sp._BJP69	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11
Pseudomonas_sp._SK	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Pseudomonas_sp._B21-044	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
Pseudomonas_salmasensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas_siliginis	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0
Pseudomonas_silesiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Enterobacter_sp._JBIWA005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterobacter_sp._638	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Klebsiella_sp._RHBSTW-00465	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
unclassified_Citrobacter_freundii_complex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Citrobacter_freundii_complex_sp._CFNIH2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Citrobacter_tructae	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1
Leclercia_sp._G3L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Leclercia_sp._W17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Enterobacteriaceae_endosymbiont_of_Plateumaris_consimilis	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1
Serratia_sp._HRI	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
Serratia_sp._FS14	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Serratia_surfactantfaciens	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
Erwinia_sp._INIA01	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Proteus_sp._CD3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	5	0	0
Pectobacterium_sp._PL64	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
Edwardsiella_anguillarum	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
Halomonas_sp._SS10-MC5	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	3	0	0
Halomonas_alkaliphila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shewanella_sp._Pdp11	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Shewanella_livingstonensis	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	4	0	1
Pseudoalteromonas_sp._HL-AS2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Aeromonas_sp._FDAARGOS_1404	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
Aeromonas_sp._FDAARGOS_1405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thiothrix_fructosivorans	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0
Cellvibrio_sp._KY-YJ-3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rickettsiella	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0
unclassified_Rickettsiella	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rickettsiella_endosymbiont_of_Dermanyssus_gallinae	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0
Rhizobium_sp._MJ22	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
Bradyrhizobium_sp._SEMIA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bradyrhizobium_sp._191	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
Methylobacterium_sp._XJLW	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
Mesorhizobium_sp._M2A.F.Ca.ET.043.02.1.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Aminobacter_sp._NyZ550	0	0	0	0	0	0	0	0	2	11	0	0	0	0	4	0	0	0
