"name"	"taxRank"	"taxID"	"Max"	"SL021_caries_fre.cladeReads"	"SL036_caries_activ.cladeReads"	"SL037_caries_activ.cladeReads"	"SL038_caries_activ.cladeReads"	"SL048_caries_activ.cladeReads"	"SL050_caries_activ.cladeReads"	"SL068_caries_activ.cladeReads"	"SL085_caries_fre.cladeReads"	"SL086_caries_fre.cladeReads"	"SL088_caries_fre.cladeReads"	"SL090_caries_fre.cladeReads"	"SL103_caries_fre.cladeReads"	"SL111_caries_activ.cladeReads"	"SL112_caries_fre.cladeReads"	"SL114_caries_fre.cladeReads"	"SL118_caries_activ.cladeReads"	"SL125_caries_fre.cladeReads"	"SL200_caries_activ.cladeReads"	"lineage"
"Candidatus Chlamydia sanziniae"	"S"	1806891	2	NA	NA	NA	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Chlamydiota>Chlamydiia>Chlamydiales>Chlamydiaceae>Chlamydia/Chlamydophila&nbsp;group>Chlamydia"
"Parachlamydia"	"G"	83551	2	NA	NA	NA	2	1	NA	NA	1	NA	NA	2	NA	NA	NA	NA	2	NA	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Chlamydiota>Chlamydiia>Parachlamydiales>Parachlamydiaceae"
"Parachlamydia acanthamoebae"	"S"	83552	2	NA	NA	NA	2	1	NA	NA	1	NA	NA	2	NA	NA	NA	NA	2	NA	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Chlamydiota>Chlamydiia>Parachlamydiales>Parachlamydiaceae>Parachlamydia"
"Myxococcus sp. MxC21-1"	"S"	3041439	2	NA	NA	NA	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	"cellular&nbsp;organisms>Bacteria>Myxococcota>Myxococcia>Myxococcales>Cystobacterineae>Myxococcaceae>Myxococcus>unclassified&nbsp;Myxococcus"
"Granulicella sp. 5B5"	"S"	1617967	3	NA	NA	NA	3	1	2	3	1	2	1	NA	1	NA	NA	NA	3	NA	2	"cellular&nbsp;organisms>Bacteria>Acidobacteriota>Terriglobia>Terriglobales>Acidobacteriaceae>Granulicella>unclassified&nbsp;Granulicella"
"Acidisarcina"	"G"	2608728	3	NA	NA	NA	1	NA	NA	1	3	2	3	NA	3	1	3	NA	1	2	1	"cellular&nbsp;organisms>Bacteria>Acidobacteriota>Terriglobia>Terriglobales>Acidobacteriaceae"
"Acidisarcina polymorpha"	"S"	2211140	3	NA	NA	NA	1	NA	NA	1	3	2	3	NA	3	1	3	NA	1	2	1	"cellular&nbsp;organisms>Bacteria>Acidobacteriota>Terriglobia>Terriglobales>Acidobacteriaceae>Acidisarcina"
"Geothrix sp. 21YS21S-4"	"S"	3068889	4	NA	NA	NA	1	NA	3	2	NA	4	4	NA	2	NA	NA	1	2	NA	NA	"cellular&nbsp;organisms>Bacteria>Acidobacteriota>Holophagae>Holophagales>Holophagaceae>Geothrix>unclassified&nbsp;Geothrix"
"Chloracidobacterium thermophilum"	"S"	458033	15	NA	NA	NA	2	2	NA	4	NA	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Acidobacteriota>Blastocatellia>Chloracidobacterium"
"unclassified Nitrospira"	"-"	2652172	2	NA	NA	NA	1	1	1	1	NA	2	NA	NA	NA	NA	1	1	NA	NA	2	"cellular&nbsp;organisms>Bacteria>Nitrospirota>Nitrospiria>Nitrospirales>Nitrospiraceae>Nitrospira"
"Nitrospira sp. KM1"	"S"	1936990	2	NA	NA	NA	1	1	1	1	NA	2	NA	NA	NA	NA	1	1	NA	NA	2	"cellular&nbsp;organisms>Bacteria>Nitrospirota>Nitrospiria>Nitrospirales>Nitrospiraceae>Nitrospira>unclassified&nbsp;Nitrospira"
"Thermotoga profunda"	"S"	1508420	7	NA	NA	NA	1	NA	NA	1	NA	NA	1	NA	7	NA	NA	NA	NA	2	4	"cellular&nbsp;organisms>Bacteria>Thermotogota>Thermotogae>Thermotogales>Thermotogaceae>Thermotoga"
"unclassified Sulfurihydrogenibium"	"-"	2619248	5	NA	NA	NA	2	5	NA	2	NA	NA	NA	1	NA	NA	1	NA	4	1	1	"cellular&nbsp;organisms>Bacteria>Aquificota>Aquificae>Aquificales>Hydrogenothermaceae>Sulfurihydrogenibium"
"Sulfurihydrogenibium sp. YO3AOP1"	"S"	436114	5	NA	NA	NA	2	5	NA	2	NA	NA	NA	1	NA	NA	1	NA	4	1	1	"cellular&nbsp;organisms>Bacteria>Aquificota>Aquificae>Aquificales>Hydrogenothermaceae>Sulfurihydrogenibium>unclassified&nbsp;Sulfurihydrogenibium"
"Thermocrinis minervae"	"S"	381751	3	NA	NA	NA	1	NA	3	NA	2	1	1	NA	NA	NA	NA	NA	1	NA	NA	"cellular&nbsp;organisms>Bacteria>Aquificota>Aquificae>Aquificales>Aquificaceae>Thermocrinis"
"Desulfurobacterium"	"G"	64159	9	NA	NA	NA	2	4	9	NA	NA	NA	NA	1	NA	NA	NA	4	1	1	1	"cellular&nbsp;organisms>Bacteria>Aquificota>Aquificae>Desulfurobacteriales>Desulfurobacteriaceae"
"Desulfurobacterium thermolithotrophum"	"S"	64160	9	NA	NA	NA	2	4	9	NA	NA	NA	NA	1	NA	NA	NA	4	1	1	1	"cellular&nbsp;organisms>Bacteria>Aquificota>Aquificae>Desulfurobacteriales>Desulfurobacteriaceae>Desulfurobacterium"
"Halomicroarcula sp. DFY41"	"S"	3032584	5	NA	NA	NA	3	NA	1	1	NA	3	NA	NA	NA	5	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Stenosarchaea&nbsp;group>Halobacteria>Halobacteriales>Haloarculaceae>Halomicroarcula>unclassified&nbsp;Halomicroarcula"
"Halomarina sp. BCD28"	"S"	2961595	3	NA	NA	NA	1	NA	1	NA	1	1	NA	NA	NA	3	NA	NA	NA	NA	2	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Stenosarchaea&nbsp;group>Halobacteria>Halobacteriales>Haloarculaceae>Halomarina>unclassified&nbsp;Halomarina"
"Haloarcula hispanica"	"S"	51589	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Stenosarchaea&nbsp;group>Halobacteria>Halobacteriales>Haloarculaceae>Haloarcula"
"Halodesulfurarchaeum"	"G"	1980514	2	NA	NA	NA	1	NA	NA	1	NA	2	1	NA	NA	1	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Stenosarchaea&nbsp;group>Halobacteria>Halobacteriales>Halobacteriaceae"
"Halodesulfurarchaeum formicicum"	"S"	1873524	2	NA	NA	NA	1	NA	NA	1	NA	2	1	NA	NA	1	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Stenosarchaea&nbsp;group>Halobacteria>Halobacteriales>Halobacteriaceae>Halodesulfurarchaeum"
"Salinarchaeum sp. Harcht-Bsk1"	"S"	1333523	4	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	4	NA	1	NA	NA	NA	2	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Stenosarchaea&nbsp;group>Halobacteria>Halobacteriales>Natronoarchaeaceae>Salinarchaeum>unclassified&nbsp;Salinarchaeum"
"Halorubrum lacusprofundi"	"S"	2247	9	NA	NA	NA	9	NA	1	NA	2	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Stenosarchaea&nbsp;group>Halobacteria>Haloferacales>Halorubraceae>Halorubrum"
"Halorubrum sp. 2020YC2"	"S"	2836432	3	NA	NA	NA	1	3	NA	NA	1	2	NA	NA	1	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Stenosarchaea&nbsp;group>Halobacteria>Haloferacales>Halorubraceae>Halorubrum>unclassified&nbsp;Halorubrum"
"Halorubrum hochsteinianum"	"S"	2949307	2	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	2	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Stenosarchaea&nbsp;group>Halobacteria>Haloferacales>Halorubraceae>Halorubrum"
"Halalkaliarchaeum desulfuricum"	"S"	2055893	2	NA	NA	NA	2	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	1	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Stenosarchaea&nbsp;group>Halobacteria>Haloferacales>Halorubraceae>Halalkaliarchaeum"
"unclassified Halobellus"	"-"	2638438	1	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Stenosarchaea&nbsp;group>Halobacteria>Haloferacales>Haloferacaceae>Halobellus"
"Halobellus sp. DFY28"	"S"	3075123	1	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Stenosarchaea&nbsp;group>Halobacteria>Haloferacales>Haloferacaceae>Halobellus>unclassified&nbsp;Halobellus"
"Natrinema salinisoli"	"S"	2878535	3	NA	NA	NA	1	1	3	NA	1	NA	NA	NA	2	2	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Stenosarchaea&nbsp;group>Halobacteria>Natrialbales>Natrialbaceae>Natrinema"
"Natrinema thermotolerans"	"S"	121872	2	NA	NA	NA	1	NA	2	1	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Stenosarchaea&nbsp;group>Halobacteria>Natrialbales>Natrialbaceae>Natrinema"
"Natronobeatus"	"G"	3065678	5	NA	NA	NA	5	2	NA	NA	NA	1	NA	NA	1	2	1	NA	1	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Stenosarchaea&nbsp;group>Halobacteria>Natrialbales>Natrialbaceae"
"Natronobeatus ordinarius"	"S"	2963433	5	NA	NA	NA	5	2	NA	NA	NA	1	NA	NA	1	2	1	NA	1	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Stenosarchaea&nbsp;group>Halobacteria>Natrialbales>Natrialbaceae>Natronobeatus"
"Salinilacihabitans"	"G"	3065676	5	NA	NA	NA	5	NA	NA	NA	NA	4	NA	1	1	1	2	NA	1	2	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Stenosarchaea&nbsp;group>Halobacteria>Natrialbales>Natrialbaceae"
"Salinilacihabitans rarus"	"S"	2961596	5	NA	NA	NA	5	NA	NA	NA	NA	4	NA	1	1	1	2	NA	1	2	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Stenosarchaea&nbsp;group>Halobacteria>Natrialbales>Natrialbaceae>Salinilacihabitans"
"Methanofollis liminatans"	"S"	2201	1	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Stenosarchaea&nbsp;group>Methanomicrobia>Methanomicrobiales>Methanomicrobiaceae>Methanofollis"
"unclassified Methanogenium"	"-"	2638694	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Stenosarchaea&nbsp;group>Methanomicrobia>Methanomicrobiales>Methanomicrobiaceae>Methanogenium"
"Methanogenium sp. S4BF"	"S"	1789226	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Stenosarchaea&nbsp;group>Methanomicrobia>Methanomicrobiales>Methanomicrobiaceae>Methanogenium>unclassified&nbsp;Methanogenium"
"Methanospirillaceae"	"F"	196137	2	NA	NA	NA	1	1	NA	NA	2	NA	NA	NA	NA	NA	NA	1	2	1	1	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Stenosarchaea&nbsp;group>Methanomicrobia>Methanomicrobiales"
"Methanospirillum"	"G"	2202	2	NA	NA	NA	1	1	NA	NA	2	NA	NA	NA	NA	NA	NA	1	2	1	1	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Stenosarchaea&nbsp;group>Methanomicrobia>Methanomicrobiales>Methanospirillaceae"
"Methanospirillum hungatei"	"S"	2203	2	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	1	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Stenosarchaea&nbsp;group>Methanomicrobia>Methanomicrobiales>Methanospirillaceae>Methanospirillum"
"Methanosarcina sp. MTP4"	"S"	1434100	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Stenosarchaea&nbsp;group>Methanomicrobia>Methanosarcinales>Methanosarcinaceae>Methanosarcina>unclassified&nbsp;Methanosarcina"
"Methanocaldococcus vulcanius"	"S"	73913	3	NA	NA	NA	3	NA	NA	NA	1	1	NA	NA	NA	NA	1	NA	1	1	1	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanomada&nbsp;group>Methanococci>Methanococcales>Methanocaldococcaceae>Methanocaldococcus"
"Thermococcus paralvinellae"	"S"	582419	3	NA	NA	NA	2	2	NA	1	NA	3	NA	1	1	NA	NA	NA	1	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Thermococci>Thermococcales>Thermococcaceae>Thermococcus"
"Thermococcus cleftensis"	"S"	163003	1	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Thermococci>Thermococcales>Thermococcaceae>Thermococcus"
"Pyrococcus"	"G"	2260	4	NA	NA	NA	1	4	NA	1	NA	1	1	NA	1	NA	2	NA	1	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Thermococci>Thermococcales>Thermococcaceae"
"Pyrococcus horikoshii"	"S"	53953	1	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Thermococci>Thermococcales>Thermococcaceae>Pyrococcus"
"Ferroglobus"	"G"	54260	1	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Archaeoglobi>Archaeoglobales>Archaeoglobaceae"
"Ferroglobus placidus"	"S"	54261	1	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Archaeoglobi>Archaeoglobales>Archaeoglobaceae>Ferroglobus"
"Archaeoglobus fulgidus"	"S"	2234	1	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Archaeoglobi>Archaeoglobales>Archaeoglobaceae>Archaeoglobus"
"Nitrosarchaeum"	"G"	1007082	2	NA	NA	NA	2	2	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	2	2	NA	"cellular&nbsp;organisms>Archaea>TACK&nbsp;group>Nitrososphaerota>Nitrososphaeria>Nitrosopumilales>Nitrosopumilaceae"
"unclassified Nitrosarchaeum"	"-"	2641124	2	NA	NA	NA	2	2	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	2	2	NA	"cellular&nbsp;organisms>Archaea>TACK&nbsp;group>Nitrososphaerota>Nitrososphaeria>Nitrosopumilales>Nitrosopumilaceae>Nitrosarchaeum"
"Nitrosarchaeum sp. AC2"	"S"	2259673	2	NA	NA	NA	2	2	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	2	2	NA	"cellular&nbsp;organisms>Archaea>TACK&nbsp;group>Nitrososphaerota>Nitrososphaeria>Nitrosopumilales>Nitrosopumilaceae>Nitrosarchaeum>unclassified&nbsp;Nitrosarchaeum"
"Conexivisphaeria"	"C"	2798274	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>TACK&nbsp;group>Nitrososphaerota"
"Conexivisphaerales"	"O"	2798275	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>TACK&nbsp;group>Nitrososphaerota>Conexivisphaeria"
"Conexivisphaeraceae"	"F"	2798276	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>TACK&nbsp;group>Nitrososphaerota>Conexivisphaeria>Conexivisphaerales"
"Conexivisphaera"	"G"	2613912	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>TACK&nbsp;group>Nitrososphaerota>Conexivisphaeria>Conexivisphaerales>Conexivisphaeraceae"
"Conexivisphaera calida"	"S"	1874277	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>TACK&nbsp;group>Nitrososphaerota>Conexivisphaeria>Conexivisphaerales>Conexivisphaeraceae>Conexivisphaera"
"Candidatus Nitrosotenuis chungbukensis"	"S"	1353246	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>TACK&nbsp;group>Nitrososphaerota>Nitrososphaerota&nbsp;incertae&nbsp;sedis>Nitrosotenuis"
"Stygiolobus caldivivus"	"S"	2824673	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>TACK&nbsp;group>Thermoproteota>Thermoprotei>Sulfolobales>Sulfolobaceae>Stygiolobus"
"Candidatus Micrarchaeota"	"P"	1801631	2	NA	NA	NA	2	1	NA	NA	NA	1	NA	NA	1	1	2	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>DPANN&nbsp;group"
"Candidatus Micrarchaeia"	"C"	2885733	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>DPANN&nbsp;group>Candidatus&nbsp;Micrarchaeota"
"Candidatus Micrarchaeales"	"O"	2885734	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>DPANN&nbsp;group>Candidatus&nbsp;Micrarchaeota>Candidatus&nbsp;Micrarchaeia"
"Candidatus Micrarchaeaceae"	"F"	2885735	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>DPANN&nbsp;group>Candidatus&nbsp;Micrarchaeota>Candidatus&nbsp;Micrarchaeia>Candidatus&nbsp;Micrarchaeales"
"Candidatus Micrarchaeum"	"G"	662756	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>DPANN&nbsp;group>Candidatus&nbsp;Micrarchaeota>Candidatus&nbsp;Micrarchaeia>Candidatus&nbsp;Micrarchaeales>Candidatus&nbsp;Micrarchaeaceae"
"unclassified Candidatus Micrarchaeum"	"-"	2621513	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>DPANN&nbsp;group>Candidatus&nbsp;Micrarchaeota>Candidatus&nbsp;Micrarchaeia>Candidatus&nbsp;Micrarchaeales>Candidatus&nbsp;Micrarchaeaceae>Candidatus&nbsp;Micrarchaeum"
"Candidatus Micrarchaeum sp."	"S"	2282148	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>DPANN&nbsp;group>Candidatus&nbsp;Micrarchaeota>Candidatus&nbsp;Micrarchaeia>Candidatus&nbsp;Micrarchaeales>Candidatus&nbsp;Micrarchaeaceae>Candidatus&nbsp;Micrarchaeum>unclassified&nbsp;Candidatus&nbsp;Micrarchaeum"
"Candidatus Mancarchaeum"	"G"	2490204	1	NA	NA	NA	1	1	NA	NA	NA	1	NA	NA	1	1	1	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>DPANN&nbsp;group>Candidatus&nbsp;Micrarchaeota"
"Candidatus Mancarchaeum acidiphilum"	"S"	1920749	1	NA	NA	NA	1	1	NA	NA	NA	1	NA	NA	1	1	1	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>DPANN&nbsp;group>Candidatus&nbsp;Micrarchaeota>Candidatus&nbsp;Mancarchaeum"
"Cuniculiplasmataceae"	"F"	1747776	3	NA	NA	NA	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	"cellular&nbsp;organisms>Archaea>Candidatus&nbsp;Thermoplasmatota>Thermoplasmata>Thermoplasmatales"
"Cuniculiplasma"	"G"	1747777	3	NA	NA	NA	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	"cellular&nbsp;organisms>Archaea>Candidatus&nbsp;Thermoplasmatota>Thermoplasmata>Thermoplasmatales>Cuniculiplasmataceae"
"Cuniculiplasma divulgatum"	"S"	1673428	3	NA	NA	NA	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	"cellular&nbsp;organisms>Archaea>Candidatus&nbsp;Thermoplasmatota>Thermoplasmata>Thermoplasmatales>Cuniculiplasmataceae>Cuniculiplasma"
"Streptococcus phage Dp-1"	"S"	59241	121	NA	NA	NA	108	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	27	NA	121	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>unclassified&nbsp;Caudoviricetes"
"Microbacterium phage Megan"	"S"	2656551	9	NA	NA	NA	9	NA	NA	NA	NA	1	2	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>unclassified&nbsp;Caudoviricetes"
"Shewanella sp. phage 1/44"	"S"	1458862	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>unclassified&nbsp;Caudoviricetes"
"Geobacillus phage GBK2"	"S"	1458842	2	NA	NA	NA	1	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>unclassified&nbsp;Caudoviricetes"
"Deep-sea thermophilic phage D6E"	"S"	749413	3	NA	NA	NA	1	3	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>unclassified&nbsp;Caudoviricetes"
"Streptococcus phage VS-2018a"	"S"	2184051	4	NA	NA	NA	1	1	NA	NA	NA	NA	4	NA	4	NA	NA	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>unclassified&nbsp;Caudoviricetes"
"Streptococcus phage CHPC1151"	"S"	1913083	6	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>unclassified&nbsp;Caudoviricetes"
"Riemerella phage RAP44"	"S"	936152	2	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>unclassified&nbsp;Caudoviricetes"
"Streptococcus phage APCM01"	"S"	1647391	43	NA	NA	NA	43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Aliceevansviridae>unclassified&nbsp;Aliceevansviridae"
"Streptococcus phage M102AD"	"S"	1587907	39	NA	NA	NA	39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Aliceevansviridae>unclassified&nbsp;Aliceevansviridae"
"Streptococcus phage CHPC979"	"S"	2365058	6	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Aliceevansviridae>Moineauvirus>unclassified&nbsp;Moineauvirus"
"Streptococcus phage CHPC950"	"S"	2365054	8	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	6	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Aliceevansviridae>Moineauvirus>unclassified&nbsp;Moineauvirus"
"Streptococcus phage CHPC928"	"S"	2365049	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Aliceevansviridae>Moineauvirus>unclassified&nbsp;Moineauvirus"
"Streptococcus phage P9903"	"S"	1971449	5	NA	NA	NA	5	NA	2	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Aliceevansviridae>Moineauvirus>unclassified&nbsp;Moineauvirus"
"Moineauvirus mv7201"	"S"	112023	6	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	6	NA	1	NA	NA	2	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Aliceevansviridae>Moineauvirus"
"Brussowvirus bv858"	"S"	459845	2	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Aliceevansviridae>Brussowvirus"
"Brussowvirus bvO1205"	"S"	85154	1	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Aliceevansviridae>Brussowvirus"
"Casjensviridae"	"F"	2943001	5	NA	NA	NA	5	1	2	2	NA	2	NA	NA	NA	NA	NA	NA	4	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes"
"Seodaemunguvirus"	"G"	2943017	4	NA	NA	NA	4	NA	2	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Casjensviridae"
"Seodaemunguvirus YMC16-01N133"	"S"	2956433	4	NA	NA	NA	4	NA	2	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Casjensviridae>Seodaemunguvirus"
